	thread	tid	sent	ManualLabel	codes	stakeholder	signal	intent	action	LEN	LEN.1
3322	9503477	9503477:35	Note: I'm the URL_http://www.eclipse.org/eclipselink/moxy.php [EclipseLink-JAXB-(MOXy)] lead, a member of the URL_http://jcp.org/en/jsr/detail?id=222 [JAXB-(JSR-222)] expert group and a contributor to the URL_http://jersey.java.net/ [Jersey] project.	o	['Usability']					252	50
205	12399462	12399462:13	see update in my answer.	o	['Community']		explain			26	236
1228	992019	992019:76	I could start a new question but figured it would be helpful for others if it were here as I am not looking for any deviation.	n	['Others']					128	120
2045	20639844	20639844:48	Thanks.	o	['Others']					9	88
2814	2994304	2994304:76	Swing is still the preferred way to build heavy-weight, e.g.	o	['Performance']					62	64
1199	992019	992019:47	Salts prevent dictionary attacks on the key.	p	['Others']					46	121
36	2129375	2129375:10	If CSS is in a <style> tag, it will be interpreted as text.	o	['Bug']					61	367
2953	507391	507391:37	We use it for fairly high volumes, and it handles this without a complaint or a problem.	p	['Security', 'Others']					90	60
2160	8938752	8938752:58	Actually JAX-RS is an API while CXF, Jersey, RESTEasy are implementations.	p	['Others']					76	84
1384	1410408	1410408:14	However, I doubt any library could directly work with sentences: you'd have to extract sentence fragments and feeding them to a NLP date parsing framework yourself, perhaps on a trial-n-error basis (larger and larger fragments until the framework throws an error).	n	['Others']					266	112
4448	309424	309424:156	What on earth do you copy...???	n	[u'Others']					33	5
3617	309424	309424:112	In our product, I even replaced many JDK classes with our own implement.	o	['Usability']					74	41
2037	20639844	20639844:40	Thanks for the shout out for the Dropwizard OpenID project.	o	['Others']					61	88
1962	408820	408820:88	 awt does not work faster.	p	['Others']					28	91
1918	408820	408820:44	actually Swing uses a Model-Delegate approach, which is derived from the MVC approach, where in the View and Controller are combined for a Delegate structure.	o	['Others']					160	92
973	326390	326390:121	URL_http://commons.apache.org/io/apidocs/org/apache/commons/io/FileUtils.html [ URL_http://commons.apache.org/io/apidocs/org/apache/commons/io/FileUtils.html ] It has the following method CODESNIPPET_JAVA1 .	p	['Others']					209	135
2624	26458	26458:60	Goto - Menu Help Install New Software... 2.	o	['Performance', 'Usability']					45	70
503	1728020	1728020:47	The alternative approach to those already discussed (i.e.	o	['Documentation']					59	175
1649	3451935	3451935:35	I am not sure if you are upset with the question, but since I did not find the same question already answered and the community here is friendly enough with such questions, I figured I would go ahead and ask for opinions.	n	['Others']					223	101
2345	7358775	7358775:34	 JGoodies OTOH is about PLAFs and layouts.	o	['Others']					44	78
4443	309424	309424:151	@Chris Noldus On the other hand, some people already have guava in their project, like me, and think this solution is more elegant than the sdk-only version.	o	[u'Others']					159	6
2342	7358775	7358775:31	It does however support searching with highlighting.	o	['Others']					54	78
796	2356137	2356137:34	The exact solution will depend on the DB used.	o	['OnlySentiment']					48	147
2181	333690	333690:14	grrrr Any good links - much appreciated.	p	['Others']					42	83
3709	309424	309424:204	CODESNIPPET_JAVA1 .	p	['Usability']					21	39
2384	7358775	7358775:73	AWT, Swing and SWT are UI toolkits but I would certainly not call them frameworks.	o	['Others']					86	76
2204	333690	333690:37	This API is backed by the Restlet Engine and both are now shipped in a single JAR (_org.restlet.jar_).	p	['Others']					106	82
3959	462566	462566:35	Here is how to redirect everything to SLF4J: remove CODETERM1 from your classpath.	o	['Usability']					84	30
2717	26458	26458:153	I not used anything other than NetBeans for Swing, but have been extremely happy with it.	o	['Performance']					91	67
868	326390	326390:16	For reading large files, you need a different design for your program, one that reads a chunk of text from a stream, processes it, and then moves on to the next, reusing the same fixed-sized memory block.	o	['OnlySentiment']		explain			206	142
3209	1688099	1688099:12	The CODETERM3 in JSON represents an object and should map to a Java URL_http://docs.oracle.com/javase/6/docs/api/java/util/Map.html [CODETERM4] or just some JavaBean class.	o	['Usability']					174	53
1380	1410408	1410408:10	+1.	p	['Others']					5	113
4216	2971315	2971315:30	So for simple cases there is no benefit of declaring your own.	n	['Usability']					64	21
4100	354837	354837:88	Also there are some issues that your facade would have to handle that commons logging already does.	o	['Usability']					101	25
2498	7358775	7358775:187	For RIA frameworks, consider also GWT and Vaadin.	o	['Others']					51	73
506	1728020	1728020:50	The downside of that approach is that you inevitably have a delay from the time of the message/event and until the client receives it.	n	['Documentation']					136	175
2060	2476239	2476239:13	IEEE material available , but it needs subscriptions.	o	['Others']					55	87
3541	309424	309424:36	I think this should be public String convertStreamToString .	o	['Usability']					62	43
2865	483379	483379:42	Voting back up: Arkadiy, it may have been unhelpful for you, but the way you phrased the question made it come across as 'newbie', especially since the title is 'Memory Leak in JBoss'.	o	['Performance']					186	62
2599	26458	26458:35	[enter image description here]( URL_http://i.stack.imgur.com/HRrVE.gif ) here is a picture URL_http://netbeans.org/ [netbeans'] built in URL_http://netbeans.org/features/java/swing.html [Gui-Builder] :** !	o	['Performance', 'Usability']					207	70
3337	13498349	13498349:8	_toJSONString()_);.	o	['Usability']					21	49
3692	309424	309424:187	If you can't use Commons IO (FileUtils/IOUtils/CopyUtils) here's an example using a BufferedReader to read the file line by line: CODESNIPPET_JAVA1 .	o	['Usability']					151	39
3199	1688099	1688099:2	I want to be able to access properties from a JSON string within my Java action method.	o	['Usability']					89	54
1938	408820	408820:64	Swing components are lightweight components because swing sits on the top of awt.	o	['Others']					83	91
200	12399462	12399462:8	The sample below demonstrates how to use Global and the print function.This will print Hello World!	o	['Community']					104	238
1549	268129	268129:31	Finally, all of the jars and the wars are bundled in to a Java EE EAR, with the associated application.xml file (again, this will likely be quite minimal, simply enumerating the jars in the EAR).	o	['Others']					197	105
908	326390	326390:56	I don't really care about encoding, could I just use Charset.defaultCharset() instead of having an argument accepting it?	o	['OnlySentiment']					123	140
1618	3451935	3451935:4	The dataset size is fairly small and we do not want to use a RDBMS if possible.	o	['Others']					81	103
4486	309424	309424:194	Please give a description on what you are trying to accomplish.	o	[u'Usability']					65	4
1609	19923498	19923498:2	How to get arabic date when the user selected language is Arabic and date in english format when selected language is english in spring application ?	o	['Others']					151	103
3929	462566	462566:5	Will they co-exist happily?I thought I would use URL_http://logging.apache.org/log4j/1.2/index.html [log4j] together with both SL4J and the logging component from Apache commons, do you think that's a good idea?	o	['Usability']					213	32
1835	16781085	16781085:13	(Hover your mouse over the AWT and Swing buttons in your question.	o	['Others']					68	94
690	1109307	1109307:34	yes i could.. but I wanted something as simple as possible so that beginners need not install anything... apart from installing Java which I think most people already have.	o	['OnlySentiment']					174	156
2029	20639844	20639844:32	I'll find more info on how to implement OAuth2 with drop wizard.	p	['Others']		suggestion			66	88
3739	7250741	7250741:7	Another option is URL_http://www.graphviz.org [GraphViz] which some people like.	p	['Usability']					82	38
1636	3451935	3451935:22	URL_http://download.oracle.com/javase/6/docs/api/java/io/Serializable.html .	o	['Others']					78	102
3150	338586	338586:139	Here is how you use it: CODESNIPPET_JAVA1 .	p	['Usability']					45	55
405	922779	922779:78	As a side note: Our production servers are behind a firewall, but they are exposed to some internal network segments.	o	['Documentation']					119	190
1744	3232842	3232842:22	Astyanax is also URL_http://mvnrepository.com/artifact/com.netflix.astyanax/astyanax [Mavenized] .	o	['Others']					100	98
1299	992019	992019:147	You say you have the unlimited jurisdiction patch installed, so the AES-256 cipher should be supported (but then 256-bit keys should be too, so this might be a configuration problem).	o	['Others']					185	116
4458	309424	309424:166	The provided InputStream should be closed by the caller.	o	[u'Performance']					58	5
569	5415111	5415111:55	I do always use a single HttpClient instance.	o	['Documentation']					47	167
2166	8938752	8938752:64	URL_http://stackoverflow.com/a/1943667/831203 [RESTlet] ) the overhead for running the library is low (I have had bad experiences with reflection solutions in other libraries) it is well documented it is well adopted In such a scenario, I find that using a library would add value to my project for the effort required to use it.	o	['Others']					331	83
4281	2971315	2971315:95	When would I ever want to communicate between multiple threads by manipulating a character sequence?	o	['Usability']					102	19
